unit_name,building,sub_community,community,emirate,bedrooms,bathrooms,size_sqft,price_aed,price_period,agent,agency,dld_permit,listed_date,url
Marina View | Spacious Layout | Chiller Free,The Atlantic Tower 1,The Atlantic,Dubai Marina,Dubai,1,1,901,110000,yearly,Thais Vilhena,Exclusive Links Real Estate Brokers - Marina Branch,7112009527,2026-02-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-atlantic-2PT0rDwX92e.html
MARINA VIEW | UPGRADED 2 BEDROOM | ATLANTIC TOWER2,The Atlantic Tower 2,The Atlantic,Dubai Marina,Dubai,2,2,1674,228999,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7112009795,2026-02-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-atlantic-the-atlantic-tower-2-16221407.html
EXCLUSIVE | Full Marina View | Furnished,The Atlantic Tower 2,The Atlantic,Dubai Marina,Dubai,2,3,1674,200000,yearly,Ekaterina Yudina,URBAN VISTA REAL ESTATE L.L.C,7112009807,2026-02-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-atlantic-the-atlantic-tower-2-2PWLaHI8Qgi.html
Massive 2BR | Bright Layout | Close to Everything,The Atlantic Tower 2,The Atlantic,Dubai Marina,Dubai,2,3,1794,155000,yearly,Christopher Hogan,ORYX WORLD REAL ESTATE BROKERS L.L.C,7112009885,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-the-atlantic-the-atlantic-tower-2-67431808.html
Vacant Soon | Furnished | Prime Location,West Avenue Tower,,Dubai Marina,Dubai,1,2,897,125000,yearly,Daniels Stupins,Espace Real Estate,7114958221,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-2Q38rn4SzhY.html
West Avenue  Apartment VIII,West Avenue Tower,,Dubai Marina,Dubai,1,1,724,129000,yearly,Joseph Rei,blueground,7114958242,2026-02-01,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-2P4m1qo2PFg.html
Modern | Close To Metro | Chiller Free,West Avenue Tower,,Dubai Marina,Dubai,1,2,721,100000,yearly,Philip Neile,White & Co Real Estate,7114958257,2026-02-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-16238084.html
Stunning Marina Living | Modern 1-Bed Apartment | West Avenue Tower - Available on 24 February 2026,West Avenue Tower,,Dubai Marina,Dubai,1,1,700,105000,yearly,Azim Mehraj,Palma Real Estate L.L.C.,7114958269,2026-01-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-16172169.html
SPACIOUS | FURNISHED STUDIO | WEST AVENUE,West Avenue Tower,,Dubai Marina,Dubai,studio,1,442,79900,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7114958275,2026-01-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-16176610.html
Great Location | Unfurnished | Keys In Hand,West Avenue Tower,,Dubai Marina,Dubai,2,2,1237,150000,yearly,Ryan  Morgan,VIVID LIVING REAL ESTATE L.L.C,7114958353,2026-02-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-2PlPCaUw63U.html
FURNISHED STUDIO AVAILABLE FOR RENT | WEST AVENUE,West Avenue Tower,,Dubai Marina,Dubai,studio,1,443,79900,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7114958356,2026-01-27,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-16176598.html
Chiller Free | Vacant Soon | Partial Marina View,West Avenue Tower,,Dubai Marina,Dubai,1,2,713,105000,yearly,Joseph Rochester,Dacha Real Estate,7114958389,2026-02-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-2PXkKBlIbIG.html
SPACIOUS | UNFURNISHED 2 BEDROOM | WEST AVENUE,West Avenue Tower,,Dubai Marina,Dubai,2,2,1258,164499,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7114958449,2026-03-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-2PqSCxOYurw.html
West Avenue Dubai Marina Dubai | 2 Bathrooms,West Avenue Tower,,Dubai Marina,Dubai,2,2,1258,160000,yearly,Wade Mansfield,Allsopp & Allsopp - Residential Lettings,7114958476,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-67433063.html
1 Month Rent Free on the first contract,West Avenue Tower,,Dubai Marina,Dubai,studio,1,443,79999,yearly,Princess Papa,Group Seven Properties LLC,7114958491,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-2PjNGWPF09w.html
Marina View| Large Layout| Prime location,West Avenue Tower,,Dubai Marina,Dubai,2,2,1258,120000,yearly,Daniels Stupins,Espace Real Estate,7114958503,2026-03-05,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-2PvR1pRZcpM.html
Best Modern | Unfurnished | Close to Marina Mall,West Avenue Tower,,Dubai Marina,Dubai,1,2,721,100000,yearly,Monique Bernardo,QASR AL RAYAN REAL ESTATE,7114958527,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-67839211.html
Vacant | Ready to Move | Chiller Free,West Avenue Tower,,Dubai Marina,Dubai,1,2,720,115000,yearly,Lowri Scrivens,betterhomes - Dubai Marina,7114958581,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-67843698.html
Marina and Street View | Vacant and Move in ready,West Avenue Tower,,Dubai Marina,Dubai,2,2,1258,165000,yearly,Saiqa Amir,Deja Vu Real Estate Brokerage,7114958584,2026-03-20,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-66332209.html
SPACIOUS | FURNISHED 2 BEDROOM | WEST AVENUE,West Avenue Tower,,Dubai Marina,Dubai,2,2,1237,148999,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7114958596,2026-02-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-16241604.html
Furnished | Near Metro | Mid Floor| Vacant April 1,West Avenue Tower,,Dubai Marina,Dubai,studio,1,442,75000,yearly,Asia Niez Jabri,TERRA BELLA PROPERTIES L.L.C,7114958599,2026-03-21,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-66699991.html
Cozy Living | Mid floor | Marina View,West Avenue Tower,,Dubai Marina,Dubai,2,2,1237,150000,yearly,Azim Mehraj,Palma Real Estate L.L.C.,7114958623,2026-02-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-16006754.html
Furnished | Modern | Nice Views,West Avenue Tower,,Dubai Marina,Dubai,2,2,1258,179999,yearly,Alexandra Taneva,Aventa Real Estate L.L.C,7114958638,2026-03-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-65949610.html
SPACIOUS | UNFURNISHED STUDIO | WEST AVENUE,West Avenue Tower,,Dubai Marina,Dubai,studio,1,443,74900,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7114958653,2026-02-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-16325350.html
Fully Furnished | Prime Location | Close to Metro,West Avenue Tower,,Dubai Marina,Dubai,1,2,700,109000,yearly,Dalila Laaribi,Driven Properties,7114958674,2026-03-08,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-2PzzmOTTKPw.html
1 Bed | Vacant | Furnished | Prime Location,West Avenue Tower,,Dubai Marina,Dubai,1,2,788,109999,yearly,Arjun Kottangal,ASSET HOMEZ INTERNATIONAL PROPERTIES L.L.C,7114958710,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-67839759.html
1BR Very Bright & Cozy Apartment,West Avenue Tower,,Dubai Marina,Dubai,1,2,788,110000,yearly,Dmitriy Strakhov,IMEX Real Estate,7114958737,2026-03-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-2Pwn1SA3V32.html
Premium Unit | Prestigious Location | High Floor,West Avenue Tower,,Dubai Marina,Dubai,1,2,700,110000,yearly,Shahrzad Amini,Driven Properties,7114958782,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-2Q37eoug4Ia.html
1 Bedroom Apartment | High Floor | City View,West Avenue Tower,,Dubai Marina,Dubai,1,2,788,100000,yearly,Pilar Iskenderov Bonilla,Landsmith Real Estate,7114958791,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-67438649.html
Cozy Living | Furnished Studio | Prime Location,West Avenue Tower,,Dubai Marina,Dubai,studio,1,442,78000,yearly,Linda Karimi Naman,betterhomes - Dubai Marina,7114958815,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-west-avenue-tower-67847399.html
Unfurnished | Upgraded | Ready to Move in,Marina Heights,,Dubai Marina,Dubai,3,3,1900,179999,yearly,Rashed Choudhury,Elite Property Brokerage,7115080000,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-2Q3YlSFrka8.html
3BR | MARINA VIEW | UPGRADED BATHROOMS & KITCHEN,Marina Heights,,Dubai Marina,Dubai,3,4,1795,180000,yearly,Mohammad Al Husseini,Fandah Properties,7115080400,2026-02-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-2PeK5h6gJeK.html
FULLY RENOVATED | PREMIUM FINISHINGS | HIGH FLOOR,Marina Heights,,Dubai Marina,Dubai,3,2,2171,335000,yearly,Laurence Margueron,Paragon Properties,7115080800,2026-02-13,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-16324769.html
High Floor | Fully Furnished | Chiller Free,Marina Heights,,Dubai Marina,Dubai,3,4,1900,220000,yearly,Gvantsa Gagloshvili,Exclusive Links Real Estate Brokers - Marina Branch,7115081800,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-65568465.html
BIGGER LAYOUT HIGH FLOOR FURNISHED/UNFURNISHED,Marina Heights,,Dubai Marina,Dubai,3,4,2054,178000,yearly,Lovepreet Singh,VIBRANT KINGDOM PROPERTIES L.L.C,7115081900,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-2Q3q4A2b9PM.html
Fully Furnished Spacious Apartment - Ready to Move,Ary Marina View Tower,,Dubai Marina,Dubai,2,2,1562,135000,yearly,Naveen Bhalla,Desear Real Estate LLC,7115084400,2026-02-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-ary-marina-view-tower-2PgSxpJyhZg.html
Large Renovated 2 Br | Next to Metro | Furnished,Ary Marina View Tower,,Dubai Marina,Dubai,1,2,1561,130000,yearly,Alexander Kaminski,Atomic Properties,7115085400,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-ary-marina-view-tower-64405209.html
SZR View | High Floor | No Construction Noise,Marina Heights,,Dubai Marina,Dubai,1,2,744,90000,yearly,Muhamed Salam,Prestige Luxury Real Estate,7115099100,2026-03-05,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-2PvFrng3StM.html
Fully Furnished | Great Location | Vacant in March,Marina Heights,,Dubai Marina,Dubai,1,2,746,90000,yearly,Dean Darby,fam Properties - Branch 6,7115100200,2026-01-21,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-16122320.html
Chiller Free | Vacant | Furnished | Upgraded,Marina Heights,,Dubai Marina,Dubai,1,2,1008,115000,yearly,Santina Iantosca,haus & haus,7115101000,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-65553750.html
Golf Course View | Unfurnished | Vacant,Marina Heights,,Dubai Marina,Dubai,1,2,744,85000,yearly,Julian Straube,Algebra Real Estate,7115102200,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-67847796.html
Fully Furnished I High Floor I Nice Layout,Marina Heights,,Dubai Marina,Dubai,3,4,1900,200000,yearly,Aurelia Prigoda,fam Properties - Branch 6,7115104700,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-67428127.html
Chiller Free-3 bed plus maid - Vacant -with bills,Marina Heights,,Dubai Marina,Dubai,3,3,1900,225000,yearly,Urvashi Kailash Chand,Harmony Spaces Real Estate,7115106000,2026-03-03,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-2Pri1woHpRI.html
High Floor 3BR Terrace Amazing View Marina Heights,Marina Heights,,Dubai Marina,Dubai,3,4,2137,190000,yearly,Usman Gani Jukaku,Jukaku Real Estate,7115108900,2026-02-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-2PgRkfwSwMa.html
Large Layout | Fully Furnished | Available,Marina Heights,,Dubai Marina,Dubai,2,3,1869,160000,yearly,Kyle Martin Fitzgerald ,LEWIS AND DORE REAL ESTATE,7115122500,2026-02-06,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-16257521.html
2 bedroom Furnished | Available 1st May 2026,Marina Heights,,Dubai Marina,Dubai,2,3,1430,135000,yearly,Andrew Stephen Bush,Exclusive Links Real Estate Brokers - Marina Branch,7115124400,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-2Q3TN72IOZs.html
1BR Apartment | Marina Heights | Spacious,Marina Heights,,Dubai Marina,Dubai,1,2,1007,89998,yearly,Almir Puskic,LUXSAR IMMO PROPERTIES,7115124500,2026-02-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-2PUqHovsvoW.html
Amazing Location | Spacious 1BR | Available Now,Marina Heights,,Dubai Marina,Dubai,1,2,743,90000,yearly,Vanessa Nduati,RENDEZVOUS REAL ESTATE BROKER L.L.C,7115124700,2026-03-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-65961669.html
Spacious 2BHK | Unfurnished | Chiller Free |Vacant,Marina Heights,,Dubai Marina,Dubai,2,3,1287,125000,yearly,Urvashi Kailash Chand,Harmony Spaces Real Estate,7115124900,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-64405672.html
FURNISHED | SPACIOUS 2 BEDROOM | MARINA HEIGHTS,Marina Heights,,Dubai Marina,Dubai,2,3,1287,130999,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7115136900,2026-02-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-16284362.html
Spacious | Unfurnished | Closed to tram | Balcony,Marina Heights,,Dubai Marina,Dubai,2,3,1299,120000,yearly,Urvashi Kailash Chand,Harmony Spaces Real Estate,7115137200,2026-03-23,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-67456374.html
Golf Course View | Furnished | Vacant Soon,Marina Heights,,Dubai Marina,Dubai,1,2,743,100000,yearly,Pamela Taubert,Linda's Real Estate,7115157900,2026-03-10,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-2Q3hIh9gHzM.html
Marina View | Prime Location | Fully Furnished,Shams 2,Shams,Jumeirah Beach Residence,Dubai,1,2,1297,140000,yearly,Irina Ianochkina,Dom Na More Real Estate,7115162300,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-shams-shams-2-65164298.html
Big Layout | Vacant | Balcony | Ready to Move in,Shams 2,Shams,Jumeirah Beach Residence,Dubai,2,3,1289,145000,yearly,Ghufran Ahmad,Aurantius Real Estate,7115162900,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-shams-shams-2-2PjbYa0tbqC.html
Sea View | Vacant Soon | Well-Maintained,Shams 2,Shams,Jumeirah Beach Residence,Dubai,2,3,1322,180000,yearly,Kidist Abera,La Capitale Real Estate Broker,7115168600,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-shams-shams-2-2Q1hZEDbDVY.html
STUNNING VIEW | FURNISHED | CALL NOW,Shams 2,Shams,Jumeirah Beach Residence,Dubai,2,3,1323,150000,yearly,Valeria Maslakova,TOP HOUSE REAL ESTATE L.L.C,7115169300,2026-03-11,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-shams-shams-2-2Q5J9cdoHr6.html
Full Sea View | Available for Holiday Homes Rental,Shams 2,Shams,Jumeirah Beach Residence,Dubai,2,3,1322,155000,yearly,Kidist Abera,La Capitale Real Estate Broker,7115172500,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-shams-shams-2-2Q1hVSvJUO0.html
Marina View | High Floor | Spacious Layout,Shams 2,Shams,Jumeirah Beach Residence,Dubai,2,3,1323,140000,yearly,Fareed Nadir Khan,HOMEFIELD REAL ESTATE L.L.C,7115172800,2026-03-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-shams-shams-2-65957787.html
Marina Views | Upgraded | Large Layout,Ary Marina View Tower,,Dubai Marina,Dubai,2,2,1559,150000,yearly,Chanel Mistry,White & Co Real Estate,7115196100,2026-02-28,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-ary-marina-view-tower-2PmdmaAVQC8.html
Stunning View - Premium & Fully Refurbished 4BR,Rimal 5,Rimal,Jumeirah Beach Residence,Dubai,4,4,123,450000,yearly,Seddiqi Properties,Seddiqi Properties,7115240500,2026-03-21,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-rimal-rimal-5-66704506.html
Genuine Listing | Sea Ain View | NEGOTIABLE,Rimal 5,Rimal,Jumeirah Beach Residence,Dubai,3,4,1924,190000,yearly,Adnan Hanif,Megapolis Real Estate,7115241000,2026-03-19,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-rimal-rimal-5-65967652.html
MARINA VIEW | SEMI-FURNISHED 3 BEDROOM | RIMAL 5,Rimal 5,Rimal,Jumeirah Beach Residence,Dubai,3,4,1925,259999,yearly,Anjelo Wilfred,Royal Manor Real Estate Broker,7115242700,2026-03-02,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-rimal-rimal-5-2PqKLVyCldI.html
Fully Furnished | Sea & Ain Dubai Views | Prime,Rimal 5,Rimal,Jumeirah Beach Residence,Dubai,3,4,1925,220000,yearly,Lowri Scrivens,betterhomes - Dubai Marina,7115243200,2026-02-04,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-rimal-rimal-5-16235038.html
HIGHER FLOOR FULL SEA VIEW 3BR + MAID'S ROOM 250K,Rimal 5,Rimal,Jumeirah Beach Residence,Dubai,3,4,2420,250000,yearly,Waqas Abdul Hye,UNIQE STYLE REAL ESTATE L.L.C,7115245000,2026-02-26,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-rimal-rimal-5-2PjJvWBJ78S.html
Full Sea view | Upgraded | Vacant,Rimal 5,Rimal,Jumeirah Beach Residence,Dubai,3,4,1923,225000,yearly,Mukesh Jagdish Singh,THE LUXURY REAL ESTATE BROKER L.L.C,7115252800,2026-03-17,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-rimal-rimal-5-65163057.html
Modern Living in the Heart of the City | Vacant,Rimal 5,Rimal,Jumeirah Beach Residence,Dubai,3,4,1928,185000,yearly,Kidist Abera,La Capitale Real Estate Broker,7115254200,2026-03-09,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-rimal-rimal-5-2Q1hUEi1440.html
Unfurnished | Rare Layout | Ain View,Rimal 5,Rimal,Jumeirah Beach Residence,Dubai,3,4,1923,185000,yearly,James Patterson,ENGEL & VÖLKERS Dubai - L1,7115254700,2026-02-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-rimal-rimal-5-2PWGZDvDNku.html
Vacant | Renovated | Fully Furnished | Marina View,Rimal 5,Rimal,Jumeirah Beach Residence,Dubai,4,5,2751,250000,yearly,Joseph Rochester,Dacha Real Estate,7115291500,2026-03-18,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-rimal-rimal-5-65574143.html
Newly Renovated| Marina View |Luxury Finishes,Marina Heights,,Dubai Marina,Dubai,2,3,1299,200000,yearly,Julian Straube,Algebra Real Estate,7115325500,2026-03-24,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-dubai-marina-marina-heights-67848982.html
Furnished | 2 Stores + Maids | 2 Balcony,Murjan 1,Murjan,Jumeirah Beach Residence,Dubai,4,5,2841,350000,yearly,Figo Fernandes,Luxbridge International Realty,7115340400,2026-02-25,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-murjan-murjan-1-2Phu7zPjAVE.html
Spacious Layout | Low Floor | Vacant Now,Murjan 1,Murjan,Jumeirah Beach Residence,Dubai,3,5,1921,190000,yearly,Sayora Nazarova,Driven Properties,7115340800,2026-03-16,https://www.propertyfinder.ae/en/plp/rent/apartment-for-rent-dubai-jumeirah-beach-residence-murjan-murjan-1-64404837.html
