evidence date,data points,all developments,community/building,sub community / building,sub community / building.1,beds,annualised rental price (aed),contract rental price (aed),unit size (sq ft),plot size (sq ft),rent (aed/sq ft),unit type,floor level,unit no.,rent recurrence,view,developer name,source,comments,villa type,maid,study,balcony,select data points,price (aed),price (aed/sq ft),sales recurrence,frequency,chiller fee included,furnished,utilities
18 Mar 2026,Rental Contracts,Mirdif,Ghoroob,Building A14,,2,65000.0,65000.0,1659.0,,39.0,Apartment | 2514114,3,303,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,International City,France Cluster,Block R,Building R-20,Studio,30000.0,30000.0,484.0,,62.0,Apartment | 6211517,2,219,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 2,Al Khail Gate 1-1,,2,60000.0,60000.0,1212.0,,50.0,Apartment | 3650634,GF,G13,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Mirdif,Ghoroob,Building B08,,2,65000.0,65000.0,1522.0,,43.0,Apartment | 2514114,3,309,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Mirdif,Shorooq,Shorooq Building 41,,2,74515.0,74515.0,1668.0,,45.0,Apartment | 2514313,2,203,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Garhoud,Al Garhoud Block G,,,-,108740.0,75075.0,646.0,,169.0,Retail,-,GSHOP10,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Garhoud,Al Kazim Group of Companies,,,-,15000.0,15000.0,108.0,,139.0,Office,-,103A-44,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Deira,Al Muraqqabat,Al Bafta Grand Deira,,1,62000.0,62000.0,904.0,,69.0,Apartment,5,505,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,DAMAC Hills,Whitefield,,,4,535000.0,535000.0,2787.0,6427.0,192.0,Villa,G+1,B017B,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster M,Icon Tower 1,,2,84567.0,84567.0,1098.0,,77.0,Apartment,2,202,Renewal,-,Vakson Real Estate,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster J,Goldcrest Views 2,,Studio,52500.0,52500.0,343.0,,153.0,Apartment,2,208,Renewal,-,Star Giga,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 3,Iliyaa 2,,2,65000.0,65000.0,1330.0,,49.0,Apartment,7,702,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Deira,Port Saeed,,,-,10000.0,10000.0,108.0,,93.0,Office,-,SHOWROOM 1-095,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Discovery Gardens,Mesoamerican Cluster,Building 222,,Studio,51000.0,51000.0,484.0,,105.0,Apartment,G,G07,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Wasl Green Park,2,85000.0,85000.0,1225.0,,69.0,Apartment,-,218,New Contract,-,Wasl,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Jumeirah,Jumeirah 1,,,-,184800.0,184800.0,,39342.0,,Villa,G+1,0,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Wasl,UTC Residence,,,1,84000.0,84000.0,859.0,,98.0,Apartment,2,211,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Samari Residences | Samari Residences 9,1,44000.0,44000.0,618.0,,71.0,Apartment,2,210,New Contract,-,Wasl,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Badaa,-,,,-,130000.0,130000.0,,3220.0,,Villa,G+1,0,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Discovery Gardens,Contemporary Cluster,Building 123,,2,74147.0,74147.0,1464.0,,51.0,Apartment,1,103,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,Mubarak Hamad Al Aqili Building,,1,38300.0,38300.0,829.0,,46.0,Apartment,6,Flat 607,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Jumeirah Village Triangle,Park One,,,2,145000.0,145000.0,1546.0,,94.0,Apartment,1,110,New Contract,-,Swiss Property,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Mirdif,Ghoroob,Building A10,,1,50474.0,50474.0,906.0,,56.0,Apartment,4,407,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Downtown Jebel Ali,The 7 by Aurora,,,1,75000.0,75000.0,894.0,,84.0,Apartment,6,608,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Discovery Gardens,Mogul Cluster,Building 192,,Studio,37800.0,37800.0,517.0,,73.0,Apartment,3,304,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,DAMAC Hills 2,Avencia,,,1,55000.0,55000.0,638.0,,86.0,Apartment,1,F15,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,International City,China Cluster,Block F,Building F-04,-,59101.0,59101.0,753.0,,78.0,Retail,G,S01,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Deira,Al Baraha,,,1,27000.0,27000.0,538.0,,50.0,Apartment,1,flat no 104,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Barsha,Al Barsha 1,Lulu Building,,2,90000.0,90000.0,1136.0,,79.0,Apartment,2,203,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Downtown Dubai,Downtown,29 Boulevard Towers,29 Boulevard Tower 2,1,110000.0,110000.0,879.0,,125.0,Apartment,39,3906,Renewal,-,Emaar,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 2,,,2,52921.0,26678.0,1000.0,,53.0,Apartment,5,B502,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 1,Building 7,,2,52800.0,52800.0,869.0,,61.0,Apartment,1,110,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Deira,Al Muraqqabat,Al Bafta Grand Deira,,1,60000.0,60000.0,678.0,,88.0,Apartment,1,120,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,International City Phase 2,Rawabi Residence,,,1,61000.0,61000.0,1088.0,,56.0,Apartment,5,515,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Wasl Green Park,3,109500.0,109500.0,1571.0,,70.0,Apartment,-,420,New Contract,-,Wasl,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Villanova,La Rosa,La Rosa Phase 2,,3,170000.0,170000.0,1947.0,1900.0,87.0,Villa,G+1,P9-2-240,New Contract,-,Dubai Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Khail Gate,Al Khail Gate Phase 1,Building 27,,Studio,30174.0,30174.0,356.0,,85.0,Apartment,3,310,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 2,Al Masraf Building,,2,44100.0,44100.0,908.0,,49.0,Apartment,-,415,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,International City Phase 2,KHK 24,,,1,64176.0,64000.0,688.0,,93.0,Apartment,2,204,Renewal,-,KHK Development,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Hills Estate,Collective at Dubai Hills Estate,Collective Tower 1,,1,100000.0,100000.0,488.0,,205.0,Apartment,5,504,Renewal,-,Emaar,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,,,2,38202.0,38202.0,1002.0,,38.0,Apartment,-,105,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Jumeirah Village Circle,JVC District 15,Seasons Community,Summer | Summer 1 Block A,2,85000.0,85000.0,1324.0,,64.0,Apartment,1,124,New Contract,-,Ishraqah,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Discovery Gardens,Mesoamerican Cluster,Building 218,,Studio,33207.0,33207.0,549.0,,60.0,Apartment,4,404,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Al Wasl Oasis 3,,1,44999.0,44999.0,734.0,,61.0,Apartment,2,249,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Bur Dubai,Al Karama,Wasl R421,,1,58433.0,58433.0,1141.0,,51.0,Apartment,2,216B,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Qusais First,-,,,1,27720.0,27720.0,400.0,,69.0,Apartment,-,58,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Furjan,Al Furjan East,Azizi Liatris,,1,85000.0,85000.0,1232.0,,69.0,Apartment,2,211,New Contract,-,Azizi,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Discovery Gardens,Mediterranean Cluster,Building 61,,Studio,52000.0,52000.0,484.0,,107.0,Apartment,G,G08,New Contract,-,Nakheel,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Wasl Oasis 2,,1,49999.0,49999.0,921.0,,54.0,Apartment,-,206,Renewal,-,Wasl,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Silicon Oasis,-,,,1,70000.0,70000.0,942.0,,74.0,Apartment,3,311,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai South,Dubai South Residential District,Celestia,Celestia B,Studio,31625.0,31625.0,451.0,,70.0,Apartment,6,B613,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Wasl Green Park,3,81900.0,81900.0,1568.0,,52.0,Apartment,-,205,Renewal,-,Wasl,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Downtown Dubai,Downtown,Bellevue Towers,Bellevue Tower 1,1,110000.0,110000.0,877.0,,125.0,Apartment,11,1107,New Contract,-,Dubai Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Sajaya 20,,2,65000.0,65000.0,7319.0,,9.0,Apartment,-,608,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,DAMAC Hills,Silver Springs,Silver Springs 1,,5,340000.0,340000.0,3479.0,4847.0,98.0,Villa,G+1,M047B,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Jaddaf,Bin Suloom Building,,,1,70000.0,70000.0,753.0,,93.0,Apartment,10,1001,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Rukan,Rukan Tower,Rukan Tower A,,1,65000.0,65000.0,712.0,,91.0,Apartment,2,A217,New Contract,-,Reportage Real Estate,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Bur Dubai,Al Karama,IDS Building,,-,15000.0,15000.0,269.0,,56.0,Office,-,127,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,,,2,59000.0,59000.0,890.0,,66.0,Apartment,-,Flat 209,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Jumeirah Village Circle,JVC District 10,Tuscan Residences,Arrezo | Arrezo 2,1,56500.0,56500.0,1075.0,,53.0,Apartment,3,301,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,Al Dana Building,,2,61000.0,61000.0,1192.0,,51.0,Apartment,4,401,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Bur Dubai,Al Karama,Al Muhairi Building,,1,61000.0,61000.0,947.0,,64.0,Apartment,1,104A,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Garhoud,City 4 Building,,,1,62000.0,62000.0,716.0,,87.0,Apartment,3,F-319,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Deira,Al Murar,,,Studio,30000.0,30000.0,339.0,,88.0,Apartment,3,305,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Discovery Gardens,Mediterranean Cluster,Building 86,,Studio,53820.0,53820.0,549.0,,98.0,Apartment,2,214,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,DAMAC Hills 2,Navitas,,,1,47000.0,47000.0,421.0,,112.0,Apartment,6,615,New Contract,-,DAMAC Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Barsha Heights (Tecom),Al Meer Towers,,,2,100000.0,100000.0,1238.0,,81.0,Apartment,1,106,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Qusais,-,,,3,91000.0,91000.0,1392.0,,65.0,Apartment,-,302,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Marina,Emaar 6 Towers,Al Yass Tower,,2,200000.0,200000.0,2592.0,,77.0,Apartment,G,G06,New Contract,-,Emaar,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,,,1,55000.0,55000.0,701.0,,78.0,Apartment,1,116,New Contract,-,Private Developer,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Marina,Sparkle Towers,Sparkle Tower 2,,1,115000.0,115000.0,971.0,,118.0,Apartment,1,2-101,New Contract,-,Tebyan Real Estate Development Enterprises,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Arjan,Syann Park 1,,,1,66000.0,66000.0,1182.0,,56.0,Apartment,2,212,New Contract,-,Syann Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Barsha,Al Barsha 1,Al Bahri Building,,2,90000.0,90000.0,861.0,,105.0,Apartment,4,402,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Jumeirah Lakes Towers,Cluster Q,Saba Tower 3,,Studio,70000.0,70000.0,457.0,,153.0,Apartment,15,1507,New Contract,-,Saba Group,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,International City Phase 2,26a,,,Studio,42000.0,42000.0,401.0,,105.0,Apartment,2,208,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Silicon Oasis,Binghatti Residences,,,Studio,45000.0,45000.0,549.0,,82.0,Apartment,4,405,New Contract,-,Binghatti,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Jumeirah Village Circle,JVC District 14,Shamal Residences,Shamal Residences 2,Studio,52000.0,52000.0,525.0,,99.0,Apartment,3,307,New Contract,-,Lootah Real Estate Development,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Trade Center 2,21st Century Tower,,,2,120000.0,120000.0,1154.0,,104.0,Apartment,32,3207,Renewal,-,Al Rostamani,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Discovery Gardens,Zen Cluster,Building 26,,1,60000.0,60000.0,958.0,,63.0,Apartment,2,215,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,DAMAC Hills,Carson,Carson B,,Studio,46000.0,46000.0,407.0,,113.0,Apartment,14,B1417,Renewal,-,DAMAC Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Festival City,Al Badia,Al Badia Residences,Al Badia Residences 10,4,245000.0,245000.0,3112.0,,79.0,Apartment,4,402,Renewal,-,Al Futtaim Group,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Samari Residences | Samari Residences 14,1,37595.0,37595.0,618.0,,61.0,Apartment,2,213,Renewal,-,Wasl,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Arabian Ranches 3,June 2,,,5,290000.0,290000.0,3418.0,3548.0,85.0,Villa,G+1,R3 June 2-V-18,New Contract,-,Emaar,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,,,Studio,47000.0,47000.0,463.0,,102.0,Apartment,1,114,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Bur Dubai,Al Karama,Al Rais Building,,2,82000.0,82000.0,1247.0,,66.0,Apartment,2,205,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Deira,Al Muteena,80 - Al Muteena Street,,1,41000.0,41000.0,570.0,,72.0,Apartment,-,14,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Furjan,Al Furjan East,Prime Residency 3,,Studio,51717.0,52000.0,380.0,,137.0,Apartment,3,313,Renewal,-,Prescott Real Estate Development L.L.C,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Jumeirah Village Circle,JVC District 14,Luma21,,1,85000.0,85000.0,761.0,,112.0,Apartment,2,243,New Contract,-,TownX,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Bur Dubai,Al Mankhool,Al Zarooni Building,,Studio,55000.0,55000.0,,,,Apartment,3,324,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Nahda,Al Nahda 2,Al Khattal Building,,2,58000.0,58000.0,1600.0,,36.0,Apartment,12,1205,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Sobha Hartland,One Park Avenue,,,2,165000.0,165000.0,1169.0,,141.0,Apartment,5,506,New Contract,-,Sobha Group,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Trade Center 1,Sheraton Grand Hotel,,,2,150000.0,150000.0,1239.0,,121.0,Apartment,17,1708,New Contract,-,SRG,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Mirdif,Ghoroob,Building A34,,2,63394.0,63394.0,1235.0,,51.0,Apartment,1,110,Renewal,-,Dubai Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Jumeirah,Jumeirah 1,,,-,238167.0,120063.0,,4531.0,,Villa,G+1,0,Renewal,-,Private Developer,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Marina,Botanica Tower,,,2,113960.0,113960.0,1207.0,,94.0,Apartment,13,1308,Renewal,-,Select Group,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Wasl Village,,1,49000.0,49000.0,765.0,,64.0,Apartment,-,416,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Al Wasl Building R453,Al Wasl Building R453-2,1,45999.0,45999.0,641.0,,72.0,Apartment,2,283,New Contract,-,Wasl,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Al Wasl Building R446,Wasl Building R446 Block A,2,47250.0,47250.0,1343.0,,35.0,Apartment,1,106D,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Al Wasl Building R453,Al Wasl Building R453-1,2,46085.0,46085.0,1029.0,,45.0,Apartment,2,201,Renewal,-,Wasl,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Rashidiya,Al Fareej Courtyard,Al Fareej Courtyard Block B,,2,66999.0,66999.0,1081.0,,62.0,Apartment,2,FRJ-B-F253,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Al Wasl Building R453,Al Wasl Building R453-2,2,47406.0,47406.0,1079.0,,44.0,Apartment,2,238,Renewal,-,Wasl,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Jumeirah Village Circle,JVC District 14,Mulberry Park,,3,200000.0,200000.0,3976.0,1400.0,50.0,Villa,G+1,12,New Contract,-,SOL Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Residence Complex,Skycourts Towers,Skycourts Tower A,,2,75000.0,75000.0,1271.0,,59.0,Apartment,2,211,New Contract,-,National Bonds Corporation PJSC,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Sports City,V2 Tower,,,1,61000.0,61000.0,732.0,,83.0,Apartment,15,1507,Renewal,-,Tabeer Developments,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai International Airport,-,,,-,3088577.0,9274190.0,710.0,,4354.0,Retail,-,DXB-10-CC2-U2-D038,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Furjan,Al Furjan East,Azizi Iris,,1,85000.0,85000.0,867.0,,98.0,Apartment,6,606,New Contract,-,Azizi,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Deira,Al Muraqqabat,,,2,75000.0,75000.0,,,,Apartment,4,402-R,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Silicon Oasis,Al Habtoor Building,,,1,46600.0,46600.0,893.0,,52.0,Apartment,2,102,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Deira,Al Murar,,,-,26000.0,26000.0,130.0,,200.0,Apartment,-,F-410,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Wasl Village,,2,59000.0,59000.0,1189.0,,50.0,Apartment,-,415,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,International City,China Cluster,Block C,Building C-15,Studio,36000.0,36000.0,484.0,,74.0,Apartment,2,214,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Trade Center 2,Rolex Tower,,,3,157300.0,157300.0,1610.0,,98.0,Apartment,5,AP510D,Renewal,-,Ahmed Seddiqi & Sons,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 5,Wasl Village,,1,49000.0,49000.0,764.0,,64.0,Apartment,-,507,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Discovery Gardens,Mediterranean Cluster,Building 63,,1,53130.0,53130.0,980.0,,54.0,Apartment,G,G09,Renewal,-,Nakheel,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Satwa,Jumeirah Garden City,The Flagship Two,,1,115000.0,115000.0,830.0,,139.0,Apartment,4,415,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai South,Emaar South,Expo Golf Villas,Parkside 3,3,95000.0,95000.0,1946.0,1507.0,49.0,Townhouse,G+1,334,Renewal,-,Emaar,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Bur Dubai,Al Hamriya,,,1,43000.0,43000.0,,,,Apartment,-,F-203,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Muhaisnah,Muhaisnah 4,Al Wasl Building R439,,Studio,32999.0,32999.0,370.0,,89.0,Apartment,3,34,New Contract,-,Wasl,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Trade Center 1,Duja Tower,,,2,130000.0,130000.0,1361.0,,96.0,Apartment,32,3214,New Contract,-,Nasser Lootah Real Estate,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Barsha,Al Barsha 1,Al Bafta Grand Tower,,2,88000.0,88000.0,1238.0,,71.0,Apartment,15,1511,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Qusais Industrial,Al Qusais Industrial 1,,,-,247802.0,247802.0,3933.0,,63.0,Warehouse,-,B-45,New Contract,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Deira,Al Baraha,,,Studio,24000.0,24000.0,500.0,,48.0,Apartment,-,102,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Production City,SOL View,SOL View Block A,,1,66000.0,66000.0,673.0,,98.0,Apartment,2,A209,New Contract,-,SOL Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Ras Al Khor,Ras Al Khor Industrial,Ras Al Khor Industrial 3,Wasl Green Park,2,89000.0,89000.0,1340.0,,66.0,Apartment,-,411,New Contract,-,Wasl,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Production City,SOL View,SOL View Block A,,2,80000.0,80000.0,776.0,,103.0,Apartment,2,A202,New Contract,-,SOL Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Production City,SOL View,SOL View Block A,,2,80000.0,80000.0,776.0,,103.0,Apartment,2,A205,New Contract,-,SOL Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Production City,SOL View,SOL View Block A,,2,80000.0,80000.0,773.0,,103.0,Apartment,2,A208,New Contract,-,SOL Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Production City,SOL View,SOL View Block A,,2,80000.0,80000.0,776.0,,103.0,Apartment,5,A502,New Contract,-,SOL Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Al Warqaa,Al Warqaa 1,JB Residence,,1,78000.0,78000.0,760.0,,103.0,Apartment,1,107,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Production City,SOL View,SOL View Block A,,2,80000.0,80000.0,776.0,,103.0,Apartment,6,A602,New Contract,-,SOL Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Production City,SOL View,SOL View Block A,,1,66000.0,66000.0,641.0,,103.0,Apartment,3,A309,New Contract,-,SOL Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Production City,SOL View,SOL View Block C,,1,66000.0,66000.0,730.0,,90.0,Apartment,7,C707,New Contract,-,SOL Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Production City,SOL View,SOL View Block A,,1,66000.0,66000.0,736.0,,90.0,Apartment,5,A501,New Contract,-,SOL Properties,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Investments Park,Dubai Investments Park 1,Arenco Building,Block 4,-,42504.0,42504.0,477.0,,89.0,Office,5,518A,Renewal,-,,-,-,,,,,,,,,,,,
18 Mar 2026,Rental Contracts,Dubai Production City,Sol Golf Views,SOL Golf Views B,,1,66000.0,66000.0,869.0,,76.0,Apartment,2,B-204,New Contract,-,SOL Properties,-,-,,,,,,,,,,,,
